fips,county,state,trump,clinton
18121,Parke,Indiana,4863,1441
18125,Pike,Indiana,4398,1297
18111,Newton,Indiana,4077,1404
18131,Pulaski,Indiana,3854,1327
18009,Blackford,Indiana,3350,1243
18101,Martin,Indiana,3697,881
18025,Crawford,Indiana,3015,1323
18171,Warren,Indiana,2898,839
18155,Switzerland,Indiana,2558,930
18007,Benton,Indiana,2579,860
18161,Union,Indiana,2445,715
18115,Ohio,Indiana,2118,686
19153,Polk,Iowa,93492,119804
19113,Linn,Iowa,48390,58935
19163,Scott,Iowa,39149,40440
19103,Johnson,Iowa,21044,50200
19013,Black Hawk,Iowa,27476,32233
19169,Story,Iowa,19458,25709
19061,Dubuque,Iowa,23460,22850
19193,Woodbury,Iowa,24727,16210
19155,Pottawattamie,Iowa,24447,15355
19049,Dallas,Iowa,19339,15701
19181,Warren,Iowa,14814,10411
19045,Clinton,Iowa,11276,10095
19033,Cerro Gordo,Iowa,11621,9862
19139,Muscatine,Iowa,9584,8368
19057,Des Moines,Iowa,9529,8212
19099,Jasper,Iowa,10560,7109
19167,Sioux,Iowa,14785,2300
19127,Marshall,Iowa,9146,7652
19125,Marion,Iowa,10962,5482
19187,Webster,Iowa,10056,6305
19111,Lee,Iowa,8803,6215
19179,Wapello,Iowa,8715,5594
19015,Boone,Iowa,7484,5541
19011,Benton,Iowa,8232,4678
19017,Bremer,Iowa,7208,5356
19149,Plymouth,Iowa,9680,2885
19191,Winneshiek,Iowa,5344,5254
19183,Washington,Iowa,6173,3943
19123,Mahaska,Iowa,7432,2619
19027,Carroll,Iowa,6638,3309
19087,Henry,Iowa,5779,2904
19059,Dickinson,Iowa,6753,3056
19097,Jackson,Iowa,5824,3837
19019,Buchanan,Iowa,5510,3970
19105,Jones,Iowa,5720,3787
19065,Fayette,Iowa,5620,3689
19157,Poweshiek,Iowa,4946,4304
19031,Cedar,Iowa,5295,3599
19055,Delaware,Iowa,5694,2957
19043,Clayton,Iowa,5317,3237
19095,Iowa,Iowa,5205,3084
19171,Tama,Iowa,4971,3196
19121,Madison,Iowa,5360,2678
19041,Clay,Iowa,5877,2249
19109,Kossuth,Iowa,5653,2543
19083,Hardin,Iowa,5254,2787
19021,Buena Vista,Iowa,4903,2856
19101,Jefferson,Iowa,3748,3710
19067,Floyd,Iowa,4375,3179
19129,Mills,Iowa,5067,2090
19079,Hamilton,Iowa,4463,2726
19023,Butler,Iowa,4921,2157
19085,Harrison,Iowa,4902,2131
19141,O'Brien,Iowa,5752,1315
19029,Cass,Iowa,4761,1951
19145,Page,Iowa,4893,1807
19047,Crawford,Iowa,4617,1991
19005,Allamakee,Iowa,4093,2421
19075,Grundy,Iowa,4527,1856
19037,Chickasaw,Iowa,3742,2266
19119,Lyon,Iowa,5192,920
19165,Shelby,Iowa,4362,1662
19035,Cherokee,Iowa,4192,1679
19007,Appanoose,Iowa,4033,1814
19197,Wright,Iowa,3800,1896
19081,Hancock,Iowa,3977,1587
19175,Union,Iowa,3525,1922
19189,Winnebago,Iowa,3447,1931
19077,Guthrie,Iowa,3628,1732
19131,Mitchell,Iowa,3190,1888
19161,Sac,Iowa,3703,1270
19025,Calhoun,Iowa,3468,1398
19091,Humboldt,Iowa,3568,1252
19137,Montgomery,Iowa,3436,1314
19115,Louisa,Iowa,3069,1648
19107,Keokuk,Iowa,3390,1342
19069,Franklin,Iowa,3163,1493
19073,Greene,Iowa,2820,1691
19063,Emmet,Iowa,3124,1357
19147,Palo Alto,Iowa,3081,1398
19133,Monona,Iowa,3120,1247
19089,Howard,Iowa,2611,1677
19039,Clarke,Iowa,2713,1465
19117,Lucas,Iowa,2877,1239
19195,Worth,Iowa,2453,1530
19051,Davis,Iowa,2723,977
19135,Monroe,Iowa,2638,1056
19151,Pocahontas,Iowa,2702,963
19001,Adair,Iowa,2461,1133
19053,Decatur,Iowa,2296,1201
19093,Ida,Iowa,2655,792
19071,Fremont,Iowa,2407,963
19177,Van Buren,Iowa,2527,845
19009,Audubon,Iowa,2136,1080
19143,Osceola,Iowa,2531,552
19173,Taylor,Iowa,2111,758
19185,Wayne,Iowa,2069,719
19159,Ringgold,Iowa,1824,753
19003,Adams,Iowa,1395,565
20091,Johnson,Kansas,137490,129852
20173,Sedgwick,Kansas,104353,69627
20177,Shawnee,Kansas,35934,33926
20045,Douglas,Kansas,14688,31195
20209,Wyandotte,Kansas,15806,30146
20103,Leavenworth,Kansas,17638,10209
20015,Butler,Kansas,19073,6573
20155,Reno,Kansas,15513,6837
20169,Saline,Kansas,13828,6317
20161,Riley,Kansas,10107,9341
20121,Miami,Kansas,10003,3991
20079,Harvey,Kansas,8668,5068
20037,Crawford,Kansas,8624,5199
20113,McPherson,Kansas,8549,3226
20035,Cowley,Kansas,8270,3551
20111,Lyon,Kansas,6552,4649
20125,Montgomery,Kansas,8679,2637
20051,Ellis,Kansas,8466,2742
20059,Franklin,Kansas,7185,2892
20149,Pottawatomie,Kansas,7612,2225
20009,Barton,Kansas,7888,1839
20055,Finney,Kansas,6350,3195
20191,Sumner,Kansas,6984,2076
20021,Cherokee,Kansas,6182,2005
20087,Jefferson,Kansas,5213,2518
20041,Dickinson,Kansas,6029,1609
20099,Labette,Kansas,5335,2291
20061,Geary,Kansas,4274,2722
20057,Ford,Kansas,5114,2149
20139,Osage,Kansas,4826,1753
20005,Atchison,Kansas,4049,1989
20133,Neosho,Kansas,4431,1501
20011,Bourbon,Kansas,4424,1336
20085,Jackson,Kansas,3939,1512
20115,Marion,Kansas,4003,1204
20001,Allen,Kansas,3651,1433
20131,Nemaha,Kansas,4124,725
20175,Seward,Kansas,3159,1628
20117,Marshall,Kansas,3307,1072
20107,Linn,Kansas,3484,736
20031,Coffey,Kansas,3050,727
20013,Brown,Kansas,2906,863
20029,Cloud,Kansas,2919,761
20151,Pratt,Kansas,2838,771
20027,Clay,Kansas,2891,677
20159,Rice,Kansas,2837,695
20205,Wilson,Kansas,2788,594
20193,Thomas,Kansas,2908,473
20197,Wabaunsee,Kansas,2372,776
20043,Doniphan,Kansas,2606,587
20003,Anderson,Kansas,2435,672
20095,Kingman,Kansas,2530,599
20167,Russell,Kansas,2574,461
20123,Mitchell,Kansas,2308,477
20143,Ottawa,Kansas,2283,424
20073,Greenwood,Kansas,2160,485
20201,Washington,Kansas,2194,387
20053,Ellsworth,Kansas,1969,521
20147,Phillips,Kansas,2233,300
20145,Pawnee,Kansas,1904,579
20127,Morris,Kansas,1820,601
20181,Sherman,Kansas,2089,347
20077,Harper,Kansas,1996,393
20157,Republic,Kansas,2024,375
20163,Rooks,Kansas,2031,275
20067,Grant,Kansas,1804,441
20007,Barber,Kansas,1850,286
20137,Norton,Kansas,1840,281
20171,Scott,Kansas,1865,236
20069,Gray,Kansas,1698,263
20183,Smith,Kansas,1661,297
20185,Stafford,Kansas,1490,304
20189,Stevens,Kansas,1599,220
20141,Osborne,Kansas,1460,233
20119,Meade,Kansas,1415,210
20165,Rush,Kansas,1197,233
20089,Jewell,Kansas,1223,180
20195,Trego,Kansas,1227,198
20019,Chautauqua,Kansas,1236,197
20153,Rawlins,Kansas,1220,163
20105,Lincoln,Kansas,1179,215
20135,Ness,Kansas,1228,162
20039,Decatur,Kansas,1210,178
20207,Woodson,Kansas,1082,273
20023,Cheyenne,Kansas,1173,181
20179,Sheridan,Kansas,1197,127
20017,Chase,Kansas,969,316
20109,Logan,Kansas,1132,149
20081,Haskell,Kansas,1040,245
20063,Gove,Kansas,1140,149
20047,Edwards,Kansas,1037,212
20093,Kearny,Kansas,1075,174
20065,Graham,Kansas,1025,188
20049,Elk,Kansas,1048,160
20129,Morton,Kansas,995,147
20097,Kiowa,Kansas,900,114
20083,Hodgeman,Kansas,855,124
20025,Clark,Kansas,825,120
20203,Wichita,Kansas,769,140
20075,Hamilton,Kansas,705,121
20101,Lane,Kansas,718,106
20033,Comanche,Kansas,715,102
20199,Wallace,Kansas,721,46
20071,Greeley,Kansas,534,83
20187,Stanton,Kansas,492,115
21111,Jefferson,Kentucky,143768,190836
21067,Fayette,Kentucky,56894,69778
21117,Kenton,Kentucky,42958,24214
21015,Boone,Kentucky,39082,15026
21227,Warren,Kentucky,28673,16966
21059,Daviess,Kentucky,28907,14163
21093,Hardin,Kentucky,26971,13944
21037,Campbell,Kentucky,25050,14658
21151,Madison,Kentucky,23431,11793
21029,Bullitt,Kentucky,26210,8255
21185,Oldham,Kentucky,20469,10268
21145,McCracken,Kentucky,20774,9134
21199,Pulaski,Kentucky,22902,4208
21125,Laurel,Kentucky,20592,3440
21195,Pike,Kentucky,19747,4280
21209,Scott,Kentucky,15052,7715
21073,Franklin,Kentucky,11819,10717
21113,Jessamine,Kentucky,15474,6144
21047,Christian,Kentucky,14108,7188
21179,Nelson,Kentucky,13431,6434
21211,Shelby,Kentucky,13196,6276
21019,Boyd,Kentucky,13591,6021
21107,Hopkins,Kentucky,15277,4310
21101,Henderson,Kentucky,12159,6707
21009,Barren,Kentucky,13483,4275
21157,Marshall,Kentucky,12322,3672
21083,Graves,Kentucky,12671,3308
21071,Floyd,Kentucky,11993,4015
21089,Greenup,Kentucky,11546,4146
21049,Clark,Kentucky,10710,4706
21035,Calloway,Kentucky,10367,4749
21235,Whitley,Kentucky,11312,2067
21239,Woodford,Kentucky,7697,4958
21177,Muhlenberg,Kentucky,9393,3272
21021,Boyle,Kentucky,8040,4281
21163,Meade,Kentucky,8660,3026
21121,Knox,Kentucky,9885,1761
21173,Montgomery,Kentucky,7856,3158
21005,Anderson,Kentucky,8242,2634
21217,Taylor,Kentucky,8320,2553
21141,Logan,Kentucky,7778,2755
21095,Harlan,Kentucky,9129,1372
21167,Mercer,Kentucky,7740,2395
21085,Grayson,Kentucky,8219,1959
21193,Perry,Kentucky,8158,2136
21183,Ohio,Kentucky,7942,2080
21043,Carter,Kentucky,7587,2276
21013,Bell,Kentucky,7764,1720
21115,Johnson,Kentucky,8043,1250
21137,Lincoln,Kentucky,7338,1865
21081,Grant,Kentucky,7268,1910
21215,Spencer,Kentucky,7196,1921
21133,Letcher,Kentucky,7293,1542
21205,Rowan,Kentucky,5174,3295
21017,Bourbon,Kentucky,5569,2791
21027,Breckinridge,Kentucky,6484,1960
21001,Adair,Kentucky,6637,1323
21207,Russell,Kentucky,6863,1093
21155,Marion,Kentucky,5122,2679
21003,Allen,Kentucky,6466,1349
21231,Wayne,Kentucky,6371,1431
21097,Harrison,Kentucky,5435,2031
21079,Garrard,Kentucky,5904,1453
21213,Simpson,Kentucky,5077,2144
21099,Hart,Kentucky,5320,1730
21161,Mason,Kentucky,4944,1970
21103,Henry,Kentucky,4944,1828
21051,Clay,Kentucky,5861,752
21221,Trigg,Kentucky,4931,1587
21203,Rockcastle,Kentucky,5609,915
21045,Casey,Kentucky,5482,767
21123,LaRue,Kentucky,4799,1278
21069,Fleming,Kentucky,4722,1348
21225,Union,Kentucky,4701,1331
21127,Lawrence,Kentucky,4816,1045
21191,Pendleton,Kentucky,4604,1164
21033,Caldwell,Kentucky,4507,1260
21233,Webster,Kentucky,4397,1240
21147,McCreary,Kentucky,5012,664
21119,Knott,Kentucky,4357,1245
21025,Breathitt,Kentucky,3991,1537
21229,Washington,Kentucky,4013,1420
21031,Butler,Kentucky,4428,947
21065,Estill,Kentucky,4236,1108
21109,Jackson,Kentucky,4889,482
21087,Green,Kentucky,4372,832
21135,Lewis,Kentucky,4363,785
21061,Edmonson,Kentucky,4135,979
21153,Magoffin,Kentucky,3824,1172
21187,Owen,Kentucky,3745,1062
21171,Monroe,Kentucky,4278,601
21197,Powell,Kentucky,3513,1272
21219,Todd,Kentucky,3612,1042
21175,Morgan,Kentucky,3628,1006
21139,Livingston,Kentucky,3570,887
21169,Metcalfe,Kentucky,3491,976
21011,Bath,Kentucky,3082,1361
21149,McLean,Kentucky,3381,988
21131,Leslie,Kentucky,4015,400
21053,Clinton,Kentucky,3809,547
21091,Hancock,Kentucky,2788,1244
21007,Ballard,Kentucky,3161,816
21055,Crittenden,Kentucky,3290,617
21143,Lyon,Kentucky,2789,1045
21159,Martin,Kentucky,3503,363
21041,Carroll,Kentucky,2588,1106
21223,Trimble,Kentucky,2771,879
21023,Bracken,Kentucky,2711,705
21077,Gallatin,Kentucky,2443,749
21057,Cumberland,Kentucky,2502,459
21063,Elliott,Kentucky,2000,740
21181,Nicholas,Kentucky,1957,787
21165,Menifee,Kentucky,2010,700
21129,Lee,Kentucky,2151,444
21237,Wolfe,Kentucky,1804,753
21039,Carlisle,Kentucky,2094,432
21075,Fulton,Kentucky,1549,774
21105,Hickman,Kentucky,1657,449
21189,Owsley,Kentucky,1474,256
21201,Robertson,Kentucky,759,222
22033,East Baton Rouge,Louisiana,84660,102828
22051,Jefferson,Louisiana,100398,73670
22071,Orleans,Louisiana,24292,133996
22103,St. Tammany,Louisiana,90915,27717
22017,Caddo,Louisiana,49006,53483
22055,Lafayette,Louisiana,68195,32726
22019,Calcasieu,Louisiana,54191,26296
22073,Ouachita,Louisiana,41734,24428
22063,Livingston,Louisiana,48824,6950
22079,Rapides,Louisiana,36816,18322
22005,Ascension,Louisiana,36143,16476
22105,Tangipahoa,Louisiana,33959,16878
22015,Bossier,Louisiana,35474,12641
22109,Terrebonne,Louisiana,31902,10665
22057,Lafourche,Louisiana,31959,8423
22097,St. Landry,Louisiana,21971,17209
22045,Iberia,Louisiana,20903,10698
22001,Acadia,Louisiana,21162,5638
22089,St. Charles,Louisiana,16621,8559
22099,St. Martin,Louisiana,16873,8266
22113,Vermilion,Louisiana,20063,4857
22101,St. Mary,Louisiana,14359,8050
22095,St. John the Baptist,Louisiana,7569,12661
22061,Lincoln,Louisiana,10761,7107
22117,Washington,Louisiana,12556,5692
22119,Webster,Louisiana,11542,6260
22115,Vernon,Louisiana,13471,2665
22069,Natchitoches,Louisiana,8968,7144
22009,Avoyelles,Louisiana,11165,5035
22047,Iberville,Louisiana,7320,8324
22087,St. Bernard,Louisiana,10237,4960
22011,Beauregard,Louisiana,12238,2393
22039,Evangeline,Louisiana,10360,4208
22053,Jefferson Davis,Louisiana,10775,3080
22031,De Soto,Louisiana,8068,5165
22121,West Baton Rouge,Louisiana,6927,5383
22093,St. James,Louisiana,5456,6418
22067,Morehouse,Louisiana,6502,5155
22077,Pointe Coupee,Louisiana,6789,4764
22007,Assumption,Louisiana,6714,3931
22111,Union,Louisiana,7972,2691
22075,Plaquemines,Louisiana,6900,3347
22037,East Feliciana,Louisiana,5569,4235
22085,Sabine,Louisiana,7879,1703
22083,Richland,Louisiana,6287,3157
22003,Allen,Louisiana,6867,2106
22041,Franklin,Louisiana,6514,2506
22029,Concordia,Louisiana,5477,3272
22043,Grant,Louisiana,7408,1181
22049,Jackson,Louisiana,5169,2139
22013,Bienville,Louisiana,3756,3129
22059,LaSalle,Louisiana,5836,605
22027,Claiborne,Louisiana,3585,2717
22127,Winn,Louisiana,4608,1644
22091,St. Helena,Louisiana,2497,3353
22125,West Feliciana,Louisiana,3390,2248
22025,Catahoula,Louisiana,3479,1322
22123,West Carroll,Louisiana,3970,715
22065,Madison,Louisiana,1927,2744
22021,Caldwell,Louisiana,3822,788
22081,Red River,Louisiana,2391,1938
22023,Cameron,Louisiana,3256,323
22035,East Carroll,Louisiana,1059,1838
22107,Tensas,Louisiana,1182,1332
23001,Androscoggin,Maine,28189,22975
23003,Aroostook,Maine,19291,13311
23005,Cumberland,Maine,57813,103050
23007,Franklin,Maine,7761,6911
23009,Hancock,Maine,13152,15404
23011,Kennebec,Maine,31753,29296
23013,Knox,Maine,9362,12790
23015,Lincoln,Maine,9727,10241
23017,Oxford,Maine,16220,12139
23019,Penobscot,Maine,42096,33276
23021,Piscataquis,Maine,5332,3041
23023,Sagadahoc,Maine,9304,10679
23025,Somerset,Maine,14914,9077
23027,Waldo,Maine,10378,10442
23029,Washington,Maine,9158,6413
23031,York,Maine,50388,55828
24031,Montgomery,Maryland,92704,357837
24005,Baltimore,Maryland,149477,218412
24033,Prince George's,Maryland,32811,344049
24003,Anne Arundel,Maryland,122403,128419
24005,Baltimore,Maryland,25205,202673
24027,Howard,Maryland,47484,102597
24025,Harford,Maryland,77860,47077
24021,Frederick,Maryland,59522,56522
24013,Carroll,Maryland,58215,26567
24017,Charles,Maryland,25614,49341
24043,Washington,Maryland,40998,21129
24037,St. Mary's,Maryland,28663,17534
24009,Calvert,Maryland,26176,18225
24015,Cecil,Maryland,28868,13650
24045,Wicomico,Maryland,22198,18050
24001,Allegany,Maryland,21270,7875
24047,Worcester,Maryland,17210,9753
24035,Queen Anne's,Maryland,16993,7973
24041,Talbot,Maryland,10724,8653
24019,Dorchester,Maryland,8413,6245
24011,Caroline,Maryland,9368,4009
24023,Garrett,Maryland,10776,2567
24029,Kent,Maryland,4876,4575
24039,Somerset,Maryland,5341,4196
25001,Barnstable,Massachusetts,53842,71632
25003,Berkshire,Massachusetts,16799,43540
25005,Bristol,Massachusetts,104775,127619
25007,Dukes,Massachusetts,2474,8338
25009,Essex,Massachusetts,135405,220027
25011,Franklin,Massachusetts,10327,24369
25013,Hampden,Massachusetts,78230,110313
25015,Hampshire,Massachusetts,22089,54572
25017,Middlesex,Massachusetts,216163,508919
25019,Nantucket,Massachusetts,1892,4144
25021,Norfolk,Massachusetts,119171,219129
25023,Plymouth,Massachusetts,114722,133828
25025,Suffolk,Massachusetts,50042,241212
25027,Worcester,Massachusetts,157138,197126
26163,Wayne,Michigan,228993,519444
26125,Oakland,Michigan,289203,343070
26099,Macomb,Michigan,224665,176317
26081,Kent,Michigan,148180,138683
26049,Genesee,Michigan,84175,102751
26161,Washtenaw,Michigan,50631,128483
26139,Ottawa,Michigan,88467,44973
26065,Ingham,Michigan,43868,79110
26077,Kalamazoo,Michigan,51034,67148
26093,Livingston,Michigan,65680,34384
26145,Saginaw,Michigan,45469,44396
26121,Muskegon,Michigan,36127,37304
26147,St. Clair,Michigan,49051,24553
26115,Monroe,Michigan,43261,26863
26021,Berrien,Michigan,38647,29495
26075,Jackson,Michigan,39793,25795
26025,Calhoun,Michigan,31494,24157
26045,Eaton,Michigan,27609,24938
26005,Allegan,Michigan,34183,18050
26017,Bay,Michigan,28328,21642
26055,Grand Traverse,Michigan,27413,20965
26091,Lenawee,Michigan,26430,16750
26087,Lapeer,Michigan,30037,12734
26111,Midland,Michigan,23846,15635
26037,Clinton,Michigan,21636,16492
26155,Shiawassee,Michigan,19230,12546
26159,Van Buren,Michigan,17890,13258
26103,Marquette,Michigan,14646,16042
26015,Barry,Michigan,19202,9114
26067,Ionia,Michigan,16635,8352
26117,Montcalm,Michigan,16907,7874
26157,Tuscola,Michigan,17102,7429
26073,Isabella,Michigan,12338,11404
26149,St. Joseph,Michigan,14884,7526
26123,Newaygo,Michigan,15173,6212
26027,Cass,Michigan,14243,7270
26059,Hillsdale,Michigan,14095,4799
26151,Sanilac,Michigan,13446,4873
26047,Emmet,Michigan,10616,6972
26041,Delta,Michigan,11121,6436
26023,Branch,Michigan,11786,5061
26107,Mecosta,Michigan,10305,5827
26057,Gratiot,Michigan,9880,5666
26063,Huron,Michigan,10692,4579
26061,Houghton,Michigan,8475,6018
26033,Chippewa,Michigan,9122,5379
26165,Wexford,Michigan,10000,4436
26089,Leelanau,Michigan,7239,6774
26105,Mason,Michigan,8505,5281
26007,Alpena,Michigan,9090,4877
26029,Charlevoix,Michigan,8674,5137
26031,Cheboygan,Michigan,8683,4302
26009,Antrim,Michigan,8469,4448
26035,Clare,Michigan,8505,4249
26069,Iosco,Michigan,8345,4345
26043,Dickinson,Michigan,8580,3923
26143,Roscommon,Michigan,8141,4287
26101,Manistee,Michigan,6915,4979
26137,Otsego,Michigan,8266,3556
26051,Gladwin,Michigan,8124,3794
26127,Oceana,Michigan,7228,3973
26109,Menominee,Michigan,6702,3539
26133,Osceola,Michigan,7336,2705
26129,Ogemaw,Michigan,6827,3030
26019,Benzie,Michigan,5539,4108
26079,Kalkaska,Michigan,6116,2280
26011,Arenac,Michigan,4950,2384
26053,Gogebic,Michigan,4018,2925
26113,Missaukee,Michigan,5386,1565
26141,Presque Isle,Michigan,4488,2400
26039,Crawford,Michigan,4354,2110
26001,Alcona,Michigan,4201,1732
26097,Mackinac,Michigan,3744,2085
26071,Iron,Michigan,3675,2004
26085,Lake,Michigan,3159,1939
26119,Montmorency,Michigan,3498,1287
26003,Alger,Michigan,2585,1663
26153,Schoolcraft,Michigan,2556,1369
26135,Oscoda,Michigan,2843,1044
26013,Baraga,Michigan,2158,1156
26131,Ontonagon,Michigan,2066,1176
26095,Luce,Michigan,1756,681
26083,Keweenaw,Michigan,814,527
27053,Hennepin,Minnesota,191770,429288
27123,Ramsey,Minnesota,70894,177738
27037,Dakota,Minnesota,99864,110592
27003,Anoka,Minnesota,93339,75500
27163,Washington,Minnesota,64428,67086
27137,St. Louis,Minnesota,44630,57771
27109,Olmsted,Minnesota,35668,36268
27145,Stearns,Minnesota,47617,25576
27139,Scott,Minnesota,39948,28502
27171,Wright,Minnesota,43274,20334
27019,Carver,Minnesota,29056,21508
27141,Sherburne,Minnesota,31053,13293
27035,Crow Wing,Minnesota,22287,10982
27013,Blue Earth,Minnesota,15667,14428
27111,Otter Tail,Minnesota,20939,9340
27131,Rice,Minnesota,15429,14437
27025,Chisago,Minnesota,18441,9278
27027,Clay,Minnesota,13543,12971
27169,Winona,Minnesota,12122,11366
27049,Goodhue,Minnesota,14041,9446
27061,Itasca,Minnesota,12920,9015
27041,Douglas,Minnesota,13966,6227
27067,Kandiyohi,Minnesota,12785,7266
27007,Beltrami,Minnesota,10783,8688
27059,Isanti,Minnesota,13635,5657
27009,Benton,Minnesota,12872,5640
27147,Steele,Minnesota,11198,6241
27085,McLeod,Minnesota,12155,4978
27017,Carlton,Minnesota,8160,8460
27103,Nicollet,Minnesota,8437,7886
27099,Mower,Minnesota,8823,7437
27097,Morrison,Minnesota,12925,3637
27005,Becker,Minnesota,10880,5208
27047,Freeborn,Minnesota,8808,6041
27021,Cass,Minnesota,9982,4949
27079,Le Sueur,Minnesota,9182,4623
27119,Polk,Minnesota,8979,4712
27115,Pine,Minnesota,8191,4580
27015,Brown,Minnesota,8708,3763
27095,Mille Lacs,Minnesota,8340,3710
27093,Meeker,Minnesota,8104,3191
27083,Lyon,Minnesota,7256,3825
27153,Todd,Minnesota,8485,2783
27157,Wabasha,Minnesota,6989,3866
27057,Hubbard,Minnesota,7261,3423
27045,Fillmore,Minnesota,6271,3872
27039,Dodge,Minnesota,6527,3102
27055,Houston,Minnesota,5616,4145
27091,Martin,Minnesota,7062,2733
27161,Waseca,Minnesota,5967,2838
27001,Aitkin,Minnesota,5516,3134
27105,Nobles,Minnesota,5299,2733
27065,Kanabec,Minnesota,5230,2327
27135,Roseau,Minnesota,5451,1856
27143,Sibley,Minnesota,5193,1954
27127,Redwood,Minnesota,5137,1887
27129,Renville,Minnesota,4890,2117
27043,Faribault,Minnesota,4659,2153
27159,Wadena,Minnesota,4837,1684
27113,Pennington,Minnesota,4000,2147
27075,Lake,Minnesota,2932,3077
27071,Koochiching,Minnesota,3569,2306
27121,Pope,Minnesota,3793,2106
27023,Chippewa,Minnesota,3764,1978
27033,Cottonwood,Minnesota,3679,1678
27063,Jackson,Minnesota,3609,1492
27149,Stevens,Minnesota,2799,2116
27173,Yellow Medicine,Minnesota,3382,1524
27165,Watonwan,Minnesota,2768,1814
27151,Swift,Minnesota,2963,1686
27133,Rock,Minnesota,3091,1373
27089,Marshall,Minnesota,3208,1225
27117,Pipestone,Minnesota,3338,1127
27101,Murray,Minnesota,2974,1295
27029,Clearwater,Minnesota,2925,1100
27073,Lac Qui Parle,Minnesota,2293,1305
27051,Grant,Minnesota,2063,1105
27031,Cook,Minnesota,1156,1912
27167,Wilkin,Minnesota,2129,893
27107,Norman,Minnesota,1699,1264
27081,Lincoln,Minnesota,1931,860
27011,Big Stone,Minnesota,1608,921
27069,Kittson,Minnesota,1349,823
27077,Lake of the Woods,Minnesota,1540,553
27087,Mahnomen,Minnesota,991,930
27125,Red Lake,Minnesota,1141,540
27155,Traverse,Minnesota,1049,630
28049,Hinds,Mississippi,25275,67594
28033,DeSoto,Mississippi,43089,20591
28047,Harrison,Mississippi,40354,21169
28121,Rankin,Mississippi,47178,14110
28089,Madison,Mississippi,28265,20343
28059,Jackson,Mississippi,33629,14657
28081,Lee,Mississippi,22220,10029
28075,Lauderdale,Mississippi,17741,11269
28067,Jones,Mississippi,20133,7791
28035,Forrest,Mississippi,15461,11716
28087,Lowndes,Mississippi,13271,11819
28073,Lamar,Mississippi,18751,5190
28109,Pearl River,Mississippi,17782,3604
28071,Lafayette,Mississippi,10872,7969
28149,Warren,Mississippi,9767,9284
28105,Oktibbeha,Mississippi,8576,8859
28045,Hancock,Mississippi,13811,3344
28151,Washington,Mississippi,5244,11380
28113,Pike,Mississippi,8009,8043
28095,Monroe,Mississippi,10167,5524
28085,Lincoln,Mississippi,10550,4458
28107,Panola,Mississippi,7449,7431
28093,Marshall,Mississippi,6587,8023
28003,Alcorn,Mississippi,11819,2684
28001,Adams,Mississippi,5874,7757
28011,Bolivar,Mississippi,4590,9046
28115,Pontotoc,Mississippi,10336,2386
28029,Copiah,Mississippi,6103,6741
28091,Marion,Mississippi,7836,3677
28137,Tate,Mississippi,7495,3926
28145,Union,Mississippi,9235,2012
28127,Simpson,Mississippi,7393,3874
28083,Leflore,Mississippi,3212,7787
28099,Neshoba,Mississippi,7679,2715
28123,Scott,Mississippi,6122,4268
28043,Grenada,Mississippi,5970,4424
28163,Yazoo,Mississippi,4598,5369
28025,Clay,Mississippi,4150,5722
28039,George,Mississippi,8696,1027
28117,Prentiss,Mississippi,7648,2067
28057,Itawamba,Mississippi,8470,1117
28153,Wayne,Mississippi,5990,3524
28133,Sunflower,Mississippi,2794,6725
28101,Newton,Mississippi,6548,2756
28139,Tippah,Mississippi,7240,1842
28027,Coahoma,Mississippi,2426,6378
28159,Winston,Mississippi,4910,3850
28031,Covington,Mississippi,5435,3276
28061,Jasper,Mississippi,4038,4368
28079,Leake,Mississippi,4782,3584
28141,Tishomingo,Mississippi,7166,999
28007,Attala,Mississippi,4897,3242
28051,Holmes,Mississippi,1309,6689
28017,Chickasaw,Mississippi,4127,3649
28023,Clarke,Mississippi,5137,2585
28129,Smith,Mississippi,5928,1617
28005,Amite,Mississippi,4289,2697
28131,Stone,Mississippi,5306,1573
28147,Walthall,Mississippi,4056,2790
28013,Calhoun,Mississippi,4390,1910
28077,Lawrence,Mississippi,4091,2195
28065,Jeff Davis,Mississippi,2466,3720
28161,Yalobusha,Mississippi,3376,2582
28135,Tallahatchie,Mississippi,2462,3337
28103,Noxubee,Mississippi,1200,4347
28015,Carroll,Mississippi,3799,1680
28111,Perry,Mississippi,4135,1220
28041,Greene,Mississippi,4335,974
28155,Webster,Mississippi,3976,1019
28097,Montgomery,Mississippi,2818,2115
28069,Kemper,Mississippi,1778,2827
28037,Franklin,Mississippi,2721,1502
28021,Claiborne,Mississippi,540,3708
28053,Humphreys,Mississippi,1151,3071
28157,Wilkinson,Mississippi,1318,2857
28019,Choctaw,Mississippi,2788,1218
28009,Benton,Mississippi,2251,1719
28063,Jefferson,Mississippi,490,3337
28143,Tunica,Mississippi,853,2667
28119,Quitman,Mississippi,1001,2312
28125,Sharkey,Mississippi,692,1479
28055,Issaquena,Mississippi,298,395
29189,St. Louis County,Missouri,202434,286704
29095,Jackson,Missouri,116211,168972
29183,St. Charles,Missouri,121650,68626
29510,St. Louis City,Missouri,20832,104235
29077,Greene,Missouri,78035,42728
29047,Clay,Missouri,57476,45304
29099,Jefferson,Missouri,69036,31568
29019,Boone,Missouri,36200,41125
29037,Cass,Missouri,33098,14846
29071,Franklin,Missouri,35430,12341
29165,Platte,Missouri,25933,20057
